"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","395","should read href attribute using ElementHandle.getAttribute()","chromium","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","153","should display mocked users from API","chromium","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
"","412","should read textContent using ElementHandle.textContent()","firefox","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","1996","has title","firefox","2026-02-20","passed","2026-02-20","","signUp.spec.ts","",""
"","380","verify text inside iframe","firefox","2026-02-20","passed","2026-02-20","Handle iframe on DemoQA","frame.spec.ts","",""
"","2147","should display user dashboard after login","chromium","2026-02-20","passed","2026-02-20","Dashboard Tests","ext.spec.ts","",""
"","929","get position and size of an element","chromium","2026-02-20","passed","2026-02-20","ElementHandle boundingBox example","windowHandle.spec.ts","",""
"","434","should wait for specific API response","webkit","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","466","should capture page errors","webkit","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","2566","Upload and download a file","webkit","2026-02-20","passed","2026-02-20","","file.spec.ts","",""
"","320","should read href attribute using ElementHandle.getAttribute()","firefox","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","1804","should not share session with other tests","chromium","2026-02-20","passed","2026-02-20","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","2023","should handle popup, network request, dialog, and download events","webkit","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","2610","Login","firefox","2026-02-20","passed","2026-02-20","","login.spec.ts","",""
"","302","should capture page errors","firefox","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","399","Read and write Excel using Playwright","chromium","2026-02-20","passed","2026-02-20","","excel.spec.ts","",""
"","2262","Login","chromium","2026-02-20","passed","2026-02-20","","login.spec.ts","",""
"","407","should read textContent using ElementHandle.textContent()","webkit","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","328","should mock login API","firefox","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
"","185","should wait for specific API response","chromium","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","2569","manual isolated browser context","webkit","2026-02-20","passed","2026-02-20","","isolation.spec.ts","",""
"","149","User API test - Thread 3","chromium","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
"","278","should read innerText using ElementHandle.innerText()","firefox","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","10135","new todo test","webkit","2026-02-20","passed","2026-02-20","","codegen.spec.ts","",""
"","878","Login test using Excel row 2","webkit","2026-02-20","passed","2026-02-20","","excel.spec.ts","",""
"","1015","handle new tab using popup event","chromium","2026-02-20","passed","2026-02-20","Window Handling in Playwright","windowHandle.spec.ts","",""
"","1515","should handle popup, network request, dialog, and download events","chromium","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","2629","should display user dashboard after login","firefox","2026-02-20","passed","2026-02-20","Dashboard Tests","ext.spec.ts","",""
"","186","GET test cases page","firefox","2026-02-20","passed","2026-02-20","","api.spec.ts","",""
"","613","Login test using Excel row 1","chromium","2026-02-20","passed","2026-02-20","","excel.spec.ts","",""
"","2525","has title","webkit","2026-02-20","passed","2026-02-20","","signUp.spec.ts","",""
"","2171","should login successfully","chromium","2026-02-20","passed","2026-02-20","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","411","should read innerHTML using ElementHandle.innerHTML()","webkit","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","513","Login test using Excel row 2","chromium","2026-02-20","passed","2026-02-20","","excel.spec.ts","",""
"","2219","get started","chromium","2026-02-20","passed","2026-02-20","","signUp.spec.ts","",""
"","4509","new todo test","firefox","2026-02-20","passed","2026-02-20","","codegen.spec.ts","",""
"","2007","should not share session with other tests","firefox","2026-02-20","passed","2026-02-20","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","1979","handle new tab using popup event","webkit","2026-02-20","passed","2026-02-20","Window Handling in Playwright","windowHandle.spec.ts","",""
"","534","Read and write Excel using Playwright","webkit","2026-02-20","passed","2026-02-20","","excel.spec.ts","",""
"","144","GET test cases page","webkit","2026-02-20","passed","2026-02-20","","api.spec.ts","",""
"","354","should capture page errors","chromium","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","158","should read textContent using ElementHandle.textContent()","chromium","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","281","should read innerHTML using ElementHandle.innerHTML()","firefox","2026-02-20","passed","2026-02-20","","windowHandle.spec.ts","",""
"","739","POST /users/register - register a new user","firefox","2026-02-20","passed","2026-02-20","","api.spec.ts","",""
"","380","User API test - Thread 2","webkit","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
"","200","verify text inside iframe","chromium","2026-02-20","passed","2026-02-20","Handle iframe on DemoQA","frame.spec.ts","",""
"","761","BrowserContext shares localStorage between pages","chromium","2026-02-20","passed","2026-02-20","","browserContext.spec.ts","",""
"","4018","get started","webkit","2026-02-20","passed","2026-02-20","","signUp.spec.ts","",""
"","1275","login using ElementHandle","chromium","2026-02-20","passed","2026-02-20","Using ElementHandle in Playwright","windowHandle.spec.ts","",""
"","551","GET test cases page","chromium","2026-02-20","passed","2026-02-20","","api.spec.ts","",""
"","323","should wait for specific API response","firefox","2026-02-20","passed","2026-02-20","","eventExample.spec.ts","",""
"","369","User API test - Thread 1","webkit","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
"","322","should mock login API","chromium","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
"","1666","Upload and download a file","firefox","2026-02-20","passed","2026-02-20","","file.spec.ts","",""
"","243","User API test - Thread 1","firefox","2026-02-20","passed","2026-02-20","","exMockApi.spec.ts","",""
