"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4910","should lock account after multiple failed attempts","firefox","2026-03-04","passed","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","905","handle new tab using popup event","chromium","2026-03-04","passed","2026-03-04","Window Handling in Playwright","windowHandle.spec.ts","",""
"","3117","new todo test","chromium","2026-03-04","passed","2026-03-04","","codegen.spec.ts","",""
"","2626","Submit contact form successfully","webkit","2026-03-04","passed","2026-03-04","Form Submission","eventExample.spec.ts","",""
"","1841","should validate POST request payload","firefox","2026-03-04","passed","2026-03-04","","ExNetwork.spec.ts","",""
"","1016","Login test using Excel row 1","webkit","2026-03-04","passed","2026-03-04","","excel.spec.ts","",""
"","2081","should display user dashboard after login","chromium","2026-03-04","passed","2026-03-04","Dashboard Tests","ext.spec.ts","",""
"","145","User API test - Thread 1","chromium","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","645","POST /users/register - register a new user","firefox","2026-03-04","passed","2026-03-04","","api.spec.ts","",""
"","0","Check table has at least one row","firefox","2026-03-04","skipped","2026-03-04","Table Verification","eventExample.spec.ts","",""
"","1602","should capture console messages","chromium","2026-03-04","passed","2026-03-04","","eventExample.spec.ts","",""
"","2246","Upload and download a file","webkit","2026-03-04","passed","2026-03-04","","file.spec.ts","",""
"","333","User API test - Thread 1","webkit","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","450","should read innerText using ElementHandle.innerText()","firefox","2026-03-04","passed","2026-03-04","","windowHandle.spec.ts","",""
"","1988","has title","firefox","2026-03-04","passed","2026-03-04","","signUp.spec.ts","",""
"","1","should support MFA login","webkit","2026-03-04","skipped","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","165","GET test cases page","firefox","2026-03-04","passed","2026-03-04","","api.spec.ts","",""
"","2020","Login test for user: standard_user","chromium","2026-03-04","passed","2026-03-04","Login Parameterized Tests","ExPara.spec.ts","",""
"","1892","Test 3 - Open GitHub","firefox","2026-03-04","passed","2026-03-04","","ExNetwork.spec.ts","",""
"","136","User API test - Thread 3","chromium","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","391","should mock login API","firefox","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","1360","login using ElementHandle","firefox","2026-03-04","passed","2026-03-04","Using ElementHandle in Playwright","windowHandle.spec.ts","",""
"","2290","Login test for user: standard_user","firefox","2026-03-04","passed","2026-03-04","Login Parameterized Tests","ExPara.spec.ts","",""
"","450","verify text inside iframe","webkit","2026-03-04","passed","2026-03-04","Handle iframe on DemoQA","frame.spec.ts","",""
"","652","POST /users/register - register a new user","chromium","2026-03-04","passed","2026-03-04","","api.spec.ts","",""
"","1321","Valid user login","firefox","2026-03-04","passed","2026-03-04","Authentication Tests","eventExample.spec.ts","",""
"","344","User API test - Thread 3","firefox","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","643","Login test using Excel row 1","chromium","2026-03-04","passed","2026-03-04","","excel.spec.ts","",""
"","1694","Invalid login: invalid_user","chromium","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
"","1437","get position and size of an element","webkit","2026-03-04","passed","2026-03-04","ElementHandle boundingBox example","windowHandle.spec.ts","",""
"","1494","Test 2 - Open Playwright","chromium","2026-03-04","passed","2026-03-04","","ExNetwork.spec.ts","",""
"","3827","should show error for invalid credentials @negative","webkit","2026-03-04","passed","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","2341","Login","firefox","2026-03-04","passed","2026-03-04","","login.spec.ts","",""
"","0","should support MFA login","firefox","2026-03-04","skipped","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","2015","should not share session with other tests","chromium","2026-03-04","passed","2026-03-04","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","3728","Valid login: admin_user","webkit","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
"","1984","should not share session with other tests","firefox","2026-03-04","passed","2026-03-04","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","2040","Invalid login: locked_user","firefox","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
"","836","get position and size of an element","chromium","2026-03-04","passed","2026-03-04","ElementHandle boundingBox example","windowHandle.spec.ts","",""
"","154","should use JSHandle.evaluate() to read object property","chromium","2026-03-04","passed","2026-03-04","","windowHandle.spec.ts","",""
"","3242","get started","firefox","2026-03-04","passed","2026-03-04","","signUp.spec.ts","",""
"","551","Login test using Excel row 2","chromium","2026-03-04","passed","2026-03-04","","excel.spec.ts","",""
"","204","GET test cases page","webkit","2026-03-04","passed","2026-03-04","","api.spec.ts","",""
"","6509","new todo test","webkit","2026-03-04","passed","2026-03-04","","codegen.spec.ts","",""
"","1664","Invalid login: locked_user","chromium","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
"","622","POST /users/register - register a new user","webkit","2026-03-04","passed","2026-03-04","","api.spec.ts","",""
"","3016","Invalid login: invalid_user","webkit","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
"","2762","should not share session with other tests","webkit","2026-03-04","passed","2026-03-04","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","2072","should login with valid credentials @smoke","chromium","2026-03-04","passed","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","1941","should show error for invalid credentials @negative","firefox","2026-03-04","passed","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","151","User API test - Thread 2","chromium","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","9436","should login with valid credentials @smoke","webkit","2026-03-04","passed","2026-03-04","Login Feature @auth","AnnEx.spec.ts","",""
"","2264","Valid user login","webkit","2026-03-04","passed","2026-03-04","Authentication Tests","eventExample.spec.ts","",""
"","0","Check table has at least one row","chromium","2026-03-04","skipped","2026-03-04","Table Verification","eventExample.spec.ts","",""
"","336","verify text inside iframe","firefox","2026-03-04","passed","2026-03-04","Handle iframe on DemoQA","frame.spec.ts","",""
"","155","should wait for specific API response","chromium","2026-03-04","passed","2026-03-04","","eventExample.spec.ts","",""
"","1995","should handle popup, network request, dialog, and download events","webkit","2026-03-04","passed","2026-03-04","","eventExample.spec.ts","",""
"","609","BrowserContext shares localStorage between pages","firefox","2026-03-04","passed","2026-03-04","","browserContext.spec.ts","",""
"","1984","should login successfully","chromium","2026-03-04","passed","2026-03-04","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","2497","should capture page errors","webkit","2026-03-04","passed","2026-03-04","","eventExample.spec.ts","",""
"","1800","Submit contact form successfully","chromium","2026-03-04","passed","2026-03-04","Form Submission","eventExample.spec.ts","",""
"","1228","GET test cases page","chromium","2026-03-04","passed","2026-03-04","","api.spec.ts","",""
"","3767","Valid login: standard_user","webkit","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
"","636","BrowserContext shares localStorage between pages","chromium","2026-03-04","passed","2026-03-04","","browserContext.spec.ts","",""
"","3845","Login","webkit","2026-03-04","passed","2026-03-04","","login.spec.ts","",""
"","2260","should login successfully","firefox","2026-03-04","passed","2026-03-04","User Dashboard - Isolated Tests","isolation.spec.ts","",""
"","2401","fresh session test","webkit","2026-03-04","passed","2026-03-04","Isolated with explicit context config","isolation.spec.ts","",""
"","147","should read innerHTML using ElementHandle.innerHTML()","chromium","2026-03-04","passed","2026-03-04","","windowHandle.spec.ts","",""
"","3809","should display user dashboard after login","webkit","2026-03-04","passed","2026-03-04","Dashboard Tests","ext.spec.ts","",""
"","1684","Login test for user: invalid_user","chromium","2026-03-04","passed","2026-03-04","Login Parameterized Tests","ExPara.spec.ts","",""
"","1850","Test 2 - Open Playwright","firefox","2026-03-04","passed","2026-03-04","","ExNetwork.spec.ts","",""
"","1239","handle new tab using popup event","firefox","2026-03-04","passed","2026-03-04","Window Handling in Playwright","windowHandle.spec.ts","",""
"","312","should mock login API","chromium","2026-03-04","passed","2026-03-04","","exMockApi.spec.ts","",""
"","2502","Test 1 - Open Example","webkit","2026-03-04","passed","2026-03-04","","ExNetwork.spec.ts","",""
"","374","should read innerHTML using ElementHandle.innerHTML()","firefox","2026-03-04","passed","2026-03-04","","windowHandle.spec.ts","",""
"","3023","Invalid login: locked_user","webkit","2026-03-04","passed","2026-03-04","Login Tests - Parameterized","ExPara.spec.ts","",""
